tweet,Airtel_Pos,Airtel_Neut,Airtel_Neg,Saf_Pos,Saf_Neut,Saf_Neg,clean_tweets
b'Wama aba @Airtel_Ug  how much is a simcard? https://t.co/SSCXVHoewM'@Safaricom_Care @Muchiri_PM The service ain't working.  Tried a couple of times without success.,0,1,0,0,0,1,b wama aba much simcard service working tried couple times without success
@Airtel_Ug what's wrong with your quick loan services. I cannot pay. I am failing...This should be mandatory. There should be no other option for swap other than physically going to a Safaricom shop.… https://t.co/FHpfUed7ek,0,0,1,1,0,0,wrong quick loan services cannot pay failing mandatory option swap physically going safaricom shop
"@tezira Hi Tezira,thank you for the feedback and the support.^Caro@Safaricom_Care mliacha kupeana data bundles siku ya birthday?",1,0,0,0,1,0,tezira thank feedback support mliacha kupeana data bundles siku birthday
"@Airtel_Ug You can also cut Airtel money@Donsamoei Hi Kiplagat,you will dial ##62#OK to deactivate the divert.^NN",0,0,1,1,0,0,also cut airtel money kiplagat dial ok deactivate divert nn
Am soon abandoning airtel line☹️☹️☹️☹️☹️☹️☹️☹️☹️ @Airtel_UgUSSD code *100*100# to ensure your Sim Card cannot be swapped in an Mpesa Agent. Safaricom have done it.,0,0,1,1,0,0,soon abandoning airtel line code ensure sim card cannot swapped mpesa agent safaricom done
"My sister in law from Uganda was conned by those @Safaricom_Care @SafaricomPLC thieves her M-Pesa wiped out completelySo where did the 700 sms go
And why cant @Airtel_Ug allow one to buy sms using mobile monet",0,0,1,0,0,1,sister law uganda conned thieves pesa wiped completelyso sms cant allow one buy sms mobile monet
"@Safaricom_Care ,@SafaricomPLC  na @AIRTEL_KE  nawakumbusha tu kesho ni birthday  ile gb  ya birthday  msisahau  ^BK",0,1,0,0,1,0,nawakumbusha kesho birthday ile gb birthday msisahau bk
"@LegendMutuku @SafaricomPLC 😀 Caught me there. Anyways, safaricom needs to secure their systems. If It boys from Mulot can actually steal millions from their clients, sembuse hackers without conscience.@Airtel_Ug How do I buy #Freaky 
Friday using #MyAirtelApp",0,0,1,0,0,1,caught anyways safaricom needs secure systems boys mulot actually steal millions clients sembuse hackers without conscience buy freaky friday myairtelapp
@Safaricom_Care @Muchiri_PM The service ain't working.  Tried a couple of times without success.@AIRTEL_KE @lamIvan01 Still the worst,0,0,1,0,0,1,service working tried couple times without success still worst
"@Safaricom_Care It is possible to know the person from your end as the service provider because the person might have hacked my contactsSo @SafeBoda U want me to Pay money to Airtel as I diposit on ur app and pay for another fee to use ur service,yet… https://t.co/eKBmFjBHQc",0,0,1,0,0,1,possible know person end service provider person might hacked contactsso u want pay money airtel diposit ur app pay another fee use ur service yet
@AIRTEL_KE your network is very bad kindly work on it ..@SafaricomPLC Nyi kwanza si mjue kudeal na hawa watu wanareplace line za watu wakitaka😏😏,0,0,1,0,1,0,network bad kindly work nyi kwanza mjue kudeal hawa watu wanareplace line watu wakitaka
"@AIRTEL_KE Why is your airtelmoney always have issues when you want to buy bundles... It's frustrating@nkosira033 @nkosira033 : Hello Steven, our sincere apologies. This is being resolved, Kindly bear with us^JU",0,0,1,1,0,0,airtelmoney always issues want buy bundles frustrating hello steven sincere apologies resolved kindly bear ju
"b'Naye @Airtel_Ug mwe temukyusako ko freaky Friday \xf0\x9f\x98\xa0 everytime 10k and 7500, mbu tugambe you nolonger care about omun\xe2\x80\xa6 https://t.co/u7k29W8Zg2'@SafaricomPLC , u have really frustrated me; from ur evil acts,there r so many of ur fake accounts which have mushroomed, one has sought my number, I sent via DM, they sought no of person who u purport caused my A/c to b locked, have conned him 5500",1,0,0,0,0,1,b naye mwe temukyusako ko freaky friday xf x f x xa everytime k mbu tugambe nolonger care omun xe x xa u really frustrated ur evil acts r many ur fake accounts mushroomed one sought number sent via sought person u purport caused c b locked conned
"Hi @FamilyBankKenya  @FamilyBankCare I need your assistance. I have mistakenly bought airtime to both of my lines one airtel and another safaricom, selected safaricom and keyed in my airtel number and vice versa. I would love this reversed this. Kindly assist.",0,1,0,0,1,0,need assistance mistakenly bought airtime lines one airtel another safaricom selected safaricom keyed airtel number vice versa would love reversed kindly assist
"@AIRTEL_KE how do I cancel all call diverted to another number@KenyaPower_Care Kwa Jose wa maji, gwakairu. Slightly past Immanuel plaza ..next to the safaricom booster.",0,0,1,0,1,0,cancel call diverted another number jose maji gwakairu slightly past immanuel plaza next safaricom booster
"@JuneKituyi Hi You can dial *100*100# to ensure you can only swap ur sim at a SAFARICOM shop or by calling customer… https://t.co/AhSMxu1loi@AIRTEL_KE 4 days ago I spun and won 2GB Airtel TV bundle. But if I view your shows and movies on the Airtel app, you're deducting from my purchased bundle, the 2GB is still as it was when it was awarded.  https://t.co/UQg0zYXpzp",1,0,0,1,0,0,dial ensure swap ur sim safaricom shop calling customer days ago spun gb airtel tv bundle view shows movies airtel app deducting purchased bundle gb still awarded
"b""@DoroNewton @mtnug @Airtel_Ug @KakwenzaRukira I stand with u I HV already uninstalled it.\nI can't be forced to buy\xe2\x80\xa6 https://t.co/BajTOqhcC9""Second instances Safaricom and zuku uses an addressing system which indicates where the client lives for obvious re… https://t.co/LYNpKzx50Q",0,0,1,0,1,0,b stand u hv already uninstalled forced buy xe x xa instances safaricom zuku uses addressing system indicates client lives obvious
"@YegonKimurgor Hello.^Jamo@izkctm @Safaricom_Care Robbery without violence 
🤣🤣",0,1,0,1,0,0,hello robbery without violence
@AIRTEL_KE I bought data 1h ago I've not received it yet@SafaricomPLC @Safaricom_Care how does one prevent simcard swap fraud?,0,1,0,0,0,1,bought data h ago received yet one prevent simcard swap fraud
"Vile #Mpesa inachugulia @AIRTEL_KE  wakitesa watu ku load credit for over a decade 😂😂😂 https://t.co/heTWtNNXJy@Safaricom_Care I have twice purchased the 1GB for one hr bundle and all that transpired was a ""We could not not process your request"" message yet the deductions on payments we're not reversed",0,0,1,0,1,0,vile mpesa inachugulia wakitesa watu ku load credit decade twice purchased gb one hr bundle transpired could process request message yet deductions payments reversed
@mohammedhersi @AbsaKenya @Safaricom_Care The only logical thing to do is ban any transactions on a swapped Sim Card for 48hours@AIRTEL_KE have you seen we haven't been complaining for nothing ask @NationAfrica https://t.co/bMXyfGdr8c,0,0,1,0,0,1,logical thing ban transactions swapped sim card hours seen complaining nothing ask
"@Safaricom_Care hi please check DM and adviceMister Right Investments brings you easiest way to recharge your Airtel and Telkom airtime using MPESA. 
💚Go to Mpe… https://t.co/yL8vJGT8HG",1,0,0,1,0,0,please check advicemister right investments brings easiest way recharge airtel telkom airtime mpesa mpe
"b'@chinskiey Hello, what is the issue on your side?^PO'@mushroom_ke Think am the odd one out then, mine sim2 safaricom, sim1 airtel.",0,0,1,0,0,1,b hello issue side po think odd one mine sim safaricom sim airtel
"@Airtel_Ug when I buy the Freaky Friday bundle while I have a running weekly/monthly bundle, which will be used first?@gbr_k9 Hello GBR, DM your mobile number, registered names and ID number we check.^FO",0,0,1,1,0,0,buy freaky friday bundle running weekly monthly bundle used first hello gbr mobile number registered names id number check fo
b'Congrats @BrainchildBCW and @Airtel_Ug !! Keep Walking with UG media. https://t.co/qu7blbHKuI'@Safaricom_Caore @Safaricom_Care Done,1,0,0,0,1,0,b congrats keep walking ug media done
"@Airtel_Ug @UCC_Official @Manoj5571 @Amitkapur75 @kamaunjorogeh Please, revise your customer care services🥺. Now I… https://t.co/p6O40ye6rx@_dotcom_1 @_dotcom_1 : Hi, Fuliza limit is not manually adjusted as it depend on your repayment patterns and use y… https://t.co/hToBpV4pra",1,0,0,0,1,0,please revise customer care services fuliza limit manually adjusted depend repayment patterns use
"@AIRTEL_KE Just switch off the damned network and we move on with our lives. Safaricom is so expensive but at least… https://t.co/1iP7zR0E9d@AssasinZigza Hi, Birthday Bundle ipo tafadhali tuma kwenye DM  DM  https://t.co/6UobYSJtix nambari ya simu, jina na nambari ya kitambulisho kuiangalia. ^MS",0,0,1,0,1,0,switch damned network move lives safaricom expensive least birthday bundle ipo tafadhali tuma kwenye nambari simu jina nambari kitambulisho kuiangalia ms
"@omsed Hi Moses , please DM number for checks. ^Carob'RT @TheKenyanNation: Goldenberg corruption scandal nearly crashed the 90s economy. In my Mount Kenya region, the economy totally collapsed\xe2\x80\xa6'",1,0,0,0,0,1,moses please number checks carob rt goldenberg corruption scandal nearly crashed economy mount kenya region economy totally collapsed xe x xa
"@larenoxygen @larenoxygen You can only use it when there is an attempt of a sim swap on your line Larenoxygen . ^NPb'@ibetsolomon3 Hello, kindly share the transaction message for checks and follow up on the issue.^Caro'",1,0,0,1,0,0,use attempt sim swap line larenoxygen npb hello kindly share transaction message checks follow issue
@Airtel_Ug Your network &amp; internet have been horrible since last nightSafaricom is becoming the giant that everyone is proud of. I wonder what it will become 20 years from now if this is the ground it has covered in 22 years.,0,0,1,1,0,0,network amp internet horrible since last nightsafaricom becoming giant everyone proud wonder become years ground covered years
"@Airtel_Ug Okay, hope it gonna be rectified as soon as possible... Life is suffocating somewhere.@RealOTIKO @SafaricomPLC Okay, I've read about it but not in depth. But criminals also evolve, OTP despite being old now is very secure, better shot at bypassing OTP is via social engineering. But let's see how this fans out coz IMO I don't think there's any security measures that will end carding.",1,0,0,0,0,1,okay hope gonna rectified soon possible life suffocating somewhere okay read depth criminals also evolve otp despite old secure better shot bypassing otp via social engineering let see fans coz imo think security measures end carding
b'@WoudChuchu @omwambaKE We apologize for the experience @WoudChuchu. ^Caro'b'RT @Urembo_ke: @KeEquityBank @Priscytess @omwambaKE @SafaricomPLC @Safaricom_Care Is this another threat? \xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,0,0,0,0,1,b apologize experience b rt another threat xf x f x x xf x f x x
"so having someone's phone pattern , going to phone security ,adding your own fingerprint ,downloading new @Safaricom_Care app,  going to mpesa space,send money  💰 and using your own fingerprint as pin to someone else Mpesa isn't safe 💔💔 . @SafaricomPLC 😢@AIRTEL_KE what's your customer care number?",1,0,0,1,0,0,someone phone pattern going phone security adding fingerprint downloading new app going mpesa space send money fingerprint pin someone else mpesa safe customer care number
"Does the unliminet from @AIRTEL_KE whether daily, weekly or monthly work for you guys with Twitter? Mine has never worked for the last three years. It works on Facebook and Whatsapp which i rarely use.Seriously @Safaricom_Care 😅..what kind of response is this from your chat assistant? https://t.co/evbgsnOLvN",0,1,0,1,0,0,unliminet whether daily weekly monthly work twitter mine never worked last three years works facebook whatsapp rarely use seriously kind response chat assistant
"@Airtel_Ug 29 May 2022 

Another quality of life improvement as #FreakyFriday bundles can now be bought from Friday… https://t.co/ljypeaqGLG@Safaricom_Care @BrayoehNgetich Big question is, WHY/HOW do you swap a sim that is active and has not been reported? What is going on @SafaricomPLC? Why can't there be a ""dead time"" say, 12 hours before a sim is swapped? That way, a customer has time to notice any attempted mischief.  https://t.co/ZH2Yqx4v4i",1,0,0,0,0,1,may another quality life improvement freakyfriday bundles bought friday big question swap sim active reported going dead time say hours sim swapped way customer time notice attempted mischief
"@AIRTEL_KE @DPOGroup Two hours later, still nothingb'@Kenyans Even this Man has really changed from thinking and becoming petty, this can be confirmed by Safaricom story ata afadhali Sundi'",0,1,0,0,0,1,two hours later still nothingb even man really changed thinking becoming petty confirmed safaricom story ata afadhali sundi
"Hello @AIRTEL_KE si mnirudishie ile offer yangu, nateseka hapa bana ama niajeb""@Safaricom_Care It doesn't bring any options. I've tried updating the APP but nothing. Thanks. https://t.co/vqipqhntme""",0,1,0,0,0,1,hello mnirudishie ile offer yangu nateseka hapa bana ama niajeb bring options tried updating app nothing thanks
"To reduce on UNEMPLOYMENT among graduates, can @mtnug ,@Airtel_Ug , @newvisionwire come up with a system of a compi… https://t.co/xkpEtUBLEN@KUCCPS_Official you need to tell applicants who made payments yesterday what happens to their monies. Your system was jammed and @Safaricom_Care confirms the transactions were processed from their end",0,0,1,0,1,0,reduce unemployment among graduates come system compi need tell applicants made payments yesterday happens monies system jammed confirms transactions processed end
"@bentikben @izkctm @Safaricom_Care Hi Bentik, we have indeed upgraded our network and continue to do so to serve yo… https://t.co/olEKTXCCYA@safaricom are the biggest enablers to sim card swap fraudsters https://t.co/eFEAQ5y0RV",0,1,0,0,0,1,bentik indeed upgraded network continue serve yo biggest enablers sim card swap fraudsters
"@izkctm @Safaricom_Care +1 @Safaricom_Care how does a month worth of bundles not last a day??! no longer buying bun… https://t.co/TKISMEkcPbb'@Mandoh_1 Hi @Mandoh_1,please DM number and a copy of the message we assist . ^Caro'",1,0,0,1,0,0,month worth bundles last day longer buying bun please number copy message assist
"@emukala85 Apologies for the inconveniences caused , you will be notified once recharged . ^Caro@Safaricom_Care Good evening. I have a concern, some one is snooping around my phone and using my safaricom line to… https://t.co/TBIJkYzMqG",0,1,0,1,0,0,apologies inconveniences caused notified recharged good evening concern one snooping around phone safaricom line
"To reduce on UNEMPLOYMENT among graduates, can @mtnug ,@Airtel_Ug , @newvisionwire come up with a system of a compi… https://t.co/xkpEtUBLEN@MNgila Hi Michael, kindly note your line is very safe from being swapped fraudulently if you do not share your per… https://t.co/hHdfRZIGqN",0,0,1,1,0,0,reduce unemployment among graduates come system compi michael kindly note line safe swapped fraudulently share per
@AIRTEL_KE Can you tell the @NPSOfficial_KE who is registered with this phone number? Cc @DCI_Kenya these are bad people@SafaricomPLC would you confirm if this USSD code is valid: *100*100# and if it can protect subscribers from the SIM Swap nightmare.,0,0,1,1,0,0,tell registered phone number cc bad people would confirm ussd code valid protect subscribers sim swap nightmare
"@lemonginj9 Sasa @lemonginj9 , naomba ufafanue zaidi ombi lako. ^Caro@SokoAnalyst @SafaricomPLC @Safaricom_Care @Safaricom_Care is the genuine handle. The other one is fake.",0,1,0,0,0,1,sasa naomba ufafanue zaidi ombi lako genuine handle one fake
"@mcbeth2011 @mcbeth2011 : Good morning Mcbeth, we have Home Fibre, check it out https://t.co/yeF0l77Fhz . ^LNHi @AIRTEL_KE why don't you respond to DMs ???.. The PUK I got from the Koinange Street shop isn't working..kindly check.",1,0,0,1,0,0,good morning mcbeth home fibre check lnhi respond dms puk koinange street shop working kindly check
"JAMO and CARO wa @AIRTEL_KE you are contributors of poor service as highlighted here  https://t.co/FDZA5cT6ik@Nicksonkiprot17 Hi Nickson, kindly DM  https://t.co/6UobYSJtix us your number, name and ID to check and advise. ^MS",0,0,1,1,0,0,contributors poor service highlighted nickson kindly number name id check advise ms
@omwambaKE #Airtel  I am stuck with 5000 worthy of airtime for two weeks after a wrong transaction. They customer c… https://t.co/oOOIxhCHA5@Safaricom_Care @samruwa Safaricom it's not working.,0,0,1,0,1,0,airtel stuck worthy airtime two weeks wrong transaction customer c safaricom working
"@SafaricomPLC @MasokoKe I can't buy phone from this cheap company safaricom, what this guys do its faking phone no… https://t.co/hHUYF57lheb'@Airtel_Ug what\xe2\x80\x99s wrong with messages for your mobile money transactions'",0,0,1,0,0,1,buy phone cheap company safaricom faking phone xe x x wrong messages mobile money transactions
"@AIRTEL_KE whats wrong guys, nililinunua airtime juzi nikalipa okoa, sai nimenunua airtime for ďata mnaniambia sina enough airtime to buy data. Whats wrong bana.@mr_munyao @Safaricom_Care Sikupewa bana🤣🤣🤣",0,0,1,0,1,0,whats wrong nililinunua airtime juzi nikalipa okoa sai nimenunua airtime ata mnaniambia sina enough airtime buy data whats wrong bana sikupewa bana
"@Kelemet_9 Apologies for the delay @Kelemet_9, awaiting feedback from the Merchant . ^Jamo@zero_BILLIONEA @zero_BILLIONEA : Hi Jon,yes it is possible.Visit any of our retail shops with your national id.Acc… https://t.co/jzjVAXl8XQ",0,0,1,1,0,0,apologies delay awaiting feedback merchant jon possible visit retail shops national id acc
Mko sure C.E.O wa Airtel Hana laini ya safaricom🙄😹😹,0,1,0,0,1,0,mko sure c e airtel hana laini safaricom
"@EmpireKrueger @EmpireKrueger  Hello Krueger, please elaborate on the issue for assistance.^NR@weirdweirdo254 Hello,feedback noted will share with the team.^Jamo",1,0,0,1,0,0,hello krueger please elaborate issue assistance nr hello feedback noted share team
"@DanM_ke @Degrata254 @SafaricomPLC @AIRTEL_KE @TelkomKenya Do your calculation well, nowhere is safe@BrianBwana_ @BrianBwana_ : Hi Brian,Kindly check your data usage here https://t.co/qAfXyE07nZ as data is charged o… https://t.co/2UZGYFppI1",0,0,1,1,0,0,calculation well nowhere safe kindly check data usage data charged
"@MuneneAmbrose @MuneneAmbrose : Hi Munene,our official number is 0722000000.The number on the screenshot is not our… https://t.co/jw0TcAZZc0@BigKev_Analyst Hello Kevin, Please share your number for checks. ^Jamo",1,0,0,1,0,0,munene official number number screenshot hello kevin please share number checks
@AIRTEL_KE atasidhani customers care yao bado inawork@Skelta_helter @Safaricom_Care @__Jijo_ @ZERO_MIND_1 @samuelwaititu12 @bobbymhenga @danniewakiambu @TheDopestLyon Nima sana 😄,1,0,0,0,1,0,atasidhani customers care yao bado inawork nima sana
"@SammyOyie Good Evening Sammy, one needs to Download the DigiFarm app from Google Play Store and follow the onscreen instructions to register or simply dial *944# and follow prompts. You can get more Information regarding here  https://t.co/qTKwBESukt . ^PKb'@KikambiG thank you for writing to u. To transfer funds from your Airtel money to your account, please follow the b\xe2\x80\xa6 https://t.co/6pwJyOqGGc'",1,0,0,1,0,0,good evening sammy one needs download digifarm app google play store follow onscreen instructions register simply dial follow prompts get information regarding pkb thank writing u transfer funds airtel money account please follow b xe x xa
"@AIRTEL_KE  hii network yenu imetuboo ,is raila the problem?@SafaricomPLC this issue of sending money to the wrong person then ......by bad  luck they had fuliza and hence the transaction cannot be reversed......that's so absurd 🤔🤔😱😱😡kindly look into this issue to safeguard loss of money by innocent customers",0,0,1,1,0,0,network yenu imetuboo raila problem issue sending money wrong person bad luck fuliza hence transaction cannot reversed absurd kindly look issue safeguard loss money innocent customers
"b'@Airtel_Ug Am a struggling youth from masaka  doing my Art using  banana fibres . Humbly support me, @Airtel_Ug https://t.co/2Xqe28LWUs'@BravinYuri @Safaricom_Care This the the screenshot of the messages from my cousin. @Safaricom_Care we need answers  https://t.co/XlbStMSHup",0,0,1,0,1,0,b struggling youth masaka art banana fibres humbly support screenshot messages cousin need answers
"@DanM_ke @Degrata254 @SafaricomPLC @AIRTEL_KE @TelkomKenya Do your calculation well, nowhere is safe@SafaricomPLC my phone sim card have completely disapeared from my phone. why? @Safaricom_Care",0,0,1,0,1,0,calculation well nowhere safe phone sim card completely disapeared phone
"@chaos_CEO Niaje, kindly note that we are currently not enrolling.^CaroSafaricom addressing this issue would be opening a can of worms,me thinks there are rogue employees in the mix or employees they fired.the syndicate is well connected.",1,0,0,0,0,1,niaje kindly note currently enrolling carosafaricom addressing issue would opening worms thinks rogue employees mix employees fired syndicate well connected
"@Airtel_Ug Until u fix ur network in our area, that's wen some of us we shall buy that data againb'RT @Urembo_ke: @KeEquityBank @Priscytess @omwambaKE @SafaricomPLC @Safaricom_Care Is this another threat? \xf0\x9f\x98\x82\xf0\x9f\x98\x82'",0,1,0,0,0,1,u fix ur network area wen shall buy data againb rt another threat xf x f x x xf x f x x
"@mutuma_franklin Hi Mutuma, please DM us your number, voucher serial, 6 visible pin digits and an image of the voucher we assist . ^Caro@KipronoGeofrey @Safaricom_Care @Safaricom_Care , the same seems not to be working.",1,0,0,0,1,0,mutuma please number voucher serial visible pin digits image voucher assist seems working
@AIRTEL_KE Inasema internal error nikiangalia balance@Safaricom_Care The OCS was swiddle the other day.why should i report yet you have the information,0,0,1,0,1,0,inasema internal error nikiangalia balance ocs swiddle day report yet information
"b'For those who want to send in their donations via MoMo or Airtel money can use this short code *777*77*200237#, and\xe2\x80\xa6 https://t.co/pQg5568EZx'53 minutes remaining to add another year to my life......  @Safaricom_Care mcheze kama nyinyi..... Hapo sawa?",1,0,0,0,1,0,b want send donations via momo airtel money use short code xe x xa minutes remaining add another year life mcheze kama nyinyi hapo sawa
@AIRTEL_KE Useless bc it doesn't work.@Mercynicky_ @SafaricomPLC @Safaricom_Care Inafanya tuu kwa watu wanono,0,0,1,0,1,0,useless bc work inafanya tuu watu wanono
"@beckiehope77 Hi R.Wangui,thank you for the feedback.^Caro@Malela__ @ItsOmbasoKE @SafaricomPLC @Safaricom_Care @PeterNdegwa_ Just dial *100*100# and confirm if your sim card… https://t.co/RL3ULd7JYy",1,0,0,0,1,0,r wangui thank feedback dial confirm sim card
@Safaricom_Care @Jonniebee254 Just that ?  Heri @AIRTEL_KE@Safaricom_Care Someone just called the number I have DMd you with this number. 0202300370  Can you confirm that this is an official Safaricom number,0,1,0,1,0,0,heri someone called number dmd number confirm official safaricom number
"@Safaricom_Care The sender confirmed and sent me the confirmation message on my what'sapp I tried accessing safaricom thru call but couldn't am not in the country please advice on what to dob'@LuiczeEarnest Happy birthday Luicze, keep it airtel for upcoming offers. ^Caro'",1,0,0,1,0,0,sender confirmed sent confirmation message sapp tried accessing safaricom thru call country please advice dob happy birthday luicze keep airtel upcoming offers
"b'@shadocq @omwambaKE @AIRTEL_KE @AIRTEL_KE what have you done to this poor soul?'@Safaricom_Care @mouffohq By the way not everybody is having smartphone, so @Safaricom_Care should consider puting something in the mpesa. I think this will be better gift for birthday.",0,0,1,1,0,0,b done poor soul way everybody smartphone consider puting something mpesa think better gift birthday
@Safaricom_Care is the antiswapping procedure of *100*# true?@AlbertOuma13 Please share details requested.^Caro,1,0,0,1,0,0,antiswapping procedure true please share details requested
"Sis, hata ile cartoon ya Zuri from Safaricom ikona ass what's your excuse 🤷‍♂️💔😂😂🤔@AIRTEL_KE hii ni ukweli Btw..And for the info you guys have the worst data plans too",0,0,1,0,0,1,sis hata ile cartoon zuri safaricom ikona ass excuse ukweli btw info worst data plans
"Cc @AIRTEL_KE  Seems like am not the only person complaining@Maryway35202620 @Maryway35202620 Sorry Mary, you can only send your details to our official email :customercare@safaricom.co.ke. ^JC",1,0,0,0,0,1,cc seems like person complaining sorry mary send details official email customercare co ke jc
"@AIRTEL_KE pliz assist me, my budles are misbehaving more than I have been using before.they seem more expensive,I… https://t.co/LT5sHspCLG@citizentvkenya @TrevorOmbija YES as for the Azimiyo are doing well, But the k kwanza are still drugged in destroying the economy by promising to bring down safaricom and Kenya airways that are still chayand job providers.",0,0,1,1,0,0,pliz assist budles misbehaving seem expensive azimiyo well k kwanza still drugged destroying economy promising bring safaricom kenya airways still chayand job providers
"@EngineerMara Hello Mark, We are checking on this. ^JamoDear @Safaricom_Care this being a good security practice that i have only now learnt about, the default for everyon… https://t.co/pJpp25beQW",0,1,0,1,0,0,hello mark checking jamodear good security practice learnt default everyon
"Nakumbuka branch wakikucall na safaricom line yao alafu ukatae kupick, walikua wanatulia then wanakucall na airtel line yenye hujui. Before uambiwe ulipe deni, uyo madam alikua anaanza na lectures",0,1,0,0,1,0,nakumbuka branch wakikucall safaricom line yao alafu ukatae kupick walikua wanatulia wanakucall airtel line yenye hujui uambiwe ulipe deni uyo madam alikua anaanza lectures
"@MutigzD Hi Dennis,a reversal is not applicable.^Caro@BrianBwana_ @BrianBwana_ : Hi Brian,Kindly check your data usage here https://t.co/qAfXyE07nZ as data is charged o… https://t.co/2UZGYFppI1",0,1,0,1,0,0,dennis reversal applicable kindly check data usage data charged
Banae wats wrong with airtel network??@Hand_shake2018 You know some people don't have access to nearest Safaricom shops. So they self swap or use agents.,0,0,1,0,1,0,banae wats wrong airtel network know people access nearest safaricom shops self swap use agents
"@GuantaiLilian @SafaricomPLC Hi Lilian, will share feedback with the team. Please dial *100# select option 4 for shop location. ^Caro@amjustsafari @amjustsafari : Check response. ^BR",1,0,0,0,1,0,lilian share feedback team please dial select option shop location check response br
Thank you @Airtel_Ug ! I hope all other networks like @mtnug can also enable a customer self serve by reversing a t… https://t.co/RO42AOhAAe@SafaricomPLC One sim or twin?,1,0,0,0,1,0,thank hope networks like also enable customer self serve reversing one sim twin
"@OleItumbi @SafaricomPLC @Safaricom_Care  been a victim https://t.co/bS2KexMeNY@rutty_cleo @OliverMathenge @AIRTEL_KE If the ""new advanced tech"" is readily available why still use the old inferior tech?",0,0,1,0,0,1,victim new advanced tech readily available still use old inferior tech
@AIRTEL_KE I bought 30 day bundles using Airtel money over hour ago and haven't received them. Kindly helpb'RT @Wanjiku_FMwangi: @Priscytess @omwambaKE @SafaricomPLC @Safaricom_Care @KeEquityBank \xf0\x9f\x98\xb2\xf0\x9f\x98\xb2....why would you tell her to delete the tweet? T\xe2\x80\xa6',1,0,0,0,1,0,bought day bundles airtel money hour ago received kindly helpb rt xf x f x xb xf x f x xb would tell delete tweet xe x xa
"@cavincastro Hi Creed,ukifuata maagizo,ununue Amazing  daily bundle 50,utapata pop up ya hourly plans.^Caro@footsoldierRow @Safaricom_Care  https://t.co/KQJvzY5E0h",1,0,0,0,1,0,creed ukifuata maagizo ununue amazing daily bundle utapata pop hourly plans
"@AIRTEL_KE This bundles are not on offer as advertised! You have to buy another bundles to get them as ""saucer""@LouizaKabiru @CarolmNyaga @Safaricom_Care Nowdays you can get Mpesa Agent lines from dealers at 2k only and others for free. I mean it's that cheap. You can then operate from your bedroom and dispose it after accomplishing your sinister tasks.",0,1,0,0,0,1,bundles offer advertised buy another bundles get saucer nowdays get mpesa agent lines dealers k others free mean cheap operate bedroom dispose accomplishing sinister tasks
"#AsanteFinancing gives the customers quick financing solutions for their expansion, working capital, &amp; operational needs. It is tailor-made for Safaricom Lipa Na M-Pesa merchants, making it easy to access fast and convenient credit for their businesses for up to 200,000 shillings@Lord_RAI0 Please recharge with data to stop the pop ups. ^Caro",1,0,0,1,0,0,asantefinancing gives customers quick financing solutions expansion working capital amp operational needs tailor made safaricom lipa pesa merchants making easy access fast convenient credit businesses shillings please recharge data stop pop ups
"@Morags4 Hi Morags,please DM your number for checks.^Caro@MwangoCapital @NationAfrica Safaricom MPESA is now questionable",1,0,0,0,0,1,morags please number checks safaricom mpesa questionable
"@mokuta58 Hello Moureen, kindly dm your number for follow up on the issue.^Caro@Safaricom_Care @aden_shafici Can someone mwenye hana pesa kwa line ya saf should get worried About this fraud manenoz?",1,0,0,0,0,1,hello moureen kindly number follow issue someone mwenye hana pesa line saf get worried fraud manenoz
"@AIRTEL_KE Why can't i buy data through airtel money...Yet I have cash there????.its disappointing@mmulahvictor @mmulahvictor Hi Victor,this will be confirmed at the point of payment depending on the currency rate.^DN",0,0,1,0,1,0,buy data airtel money yet cash disappointing victor confirmed point payment depending currency rate dn
"@gitaka_goon Hi, we responded on DM. ^Jamob""RT @JKNjenga: Hehehe.\n\nThose who in 2017 told us to boycott Safaricom's products and services are now saying that Rigathi Gachagua erred in\xe2\x80\xa6""",0,1,0,0,0,1,responded jamob rt hehehe n nthose told boycott safaricom products services saying rigathi gachagua erred xe x xa
@izkctm @Safaricom_Care Use Airtel line.,1,0,0,0,1,0,use airtel line
"@pmmburu @SafaricomPLC I block and report as soon as they follow@WaruguruMuchira Hi Warũgũrũ ,please DM your number and full transaction messages on the above purchases.^Caro",0,0,1,0,0,1,block report soon follow war g r please number full transaction messages purchases
"@ki_rubby Hi, sorry for the experience kindly DM https://t.co/jF6LqBUAqM exact location, nearest landmark, duration… https://t.co/vkWnalYeM8@AIRTEL_KE @allan_wekesa Thanks for support🙏",1,0,0,1,0,0,sorry experience kindly exact location nearest landmark duration thanks support
"@Airtel_Ug my swapped sim card 0708464098 doesnt receive messages@Nicksonkiprot17 Hi Nickson, kindly DM  https://t.co/6UobYSJtix us your number, name and ID to check and advise. ^MS",0,1,0,1,0,0,swapped sim card doesnt receive messages nickson kindly number name id check advise ms
b'@AIRTEL_KE You Guys went mute'b'RT @RamilFelix_: Rigathi says UDA/KK government will kill Safcom and give the money to people to start small businesses! Does he understand\xe2\x80\xa6',0,1,0,0,0,1,b went mute b rt rigathi says uda kk government kill safcom give money people start small businesses understand xe x xa
